id,text,data,score
4440,      Sun  @rafsxcrf  tweeted: RT @crfnicole: ae man se a gnt n conseguir ganhar o tÃ­tulo por causa do empate contra os times pequenos (amÃ©rica mg e vasco) e a derrota pâ€¦,2018-10-14 20:55:00,
4441,      Sun  @crfnicole  tweeted: ae man se a gnt n conseguir ganhar o tÃ­tulo por causa do empate contra os times pequenos (amÃ©rica mg e vasco) e a dâ€¦ https://t.co/tP1GdxpFLl,2018-10-14 20:54:00,
4442,"      Sun  @_babscrf  tweeted: Eu nÃ£o fico puta por GrÃªmio nÃ£o facilitar ou SÃ£o Paulo nÃ£o conseguir ganhar, pq eu lembro Ã© daqueles pontinhos IDIOâ€¦ https://t.co/eMotRTdvXh",2018-10-14 20:53:00,
4443,      Sun  @pevensieed  tweeted: @szntosfc AmÃ©rica mg,2018-10-14 20:52:00,
4444,        @gabrielf7__  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4445,"",2018-10-13 12:00:00,
4446,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 20:47:17 +0000 2018,2018-10-13 12:00:00,
4447,      Sun  @vasconceIlos  tweeted: eu sinceramente nao sei o que eu esperava de um time que empatou com america mg e paranÃ¡,2018-10-14 20:47:00,
4448,"      Sun  @samuelomartins  tweeted: O SÃ£o Paulo ganhando do AmÃ©rica mg em casa recuou, vcs achavam q Ã­amos nos impor contra o Inter. #spfc",2018-10-14 20:46:00,
4449,"      Sun  @prmilgrau  tweeted: Ao contrÃ¡rio da gente, o AmÃ©rica MG merece cair por causa da sua torcida e nÃ£o por causa do time. https://t.co/wv4GUfyAHj",2018-10-14 20:46:00,
4450,        @helder519  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4451,"",2018-10-13 12:00:00,
4452,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 20:41:38 +0000 2018,2018-10-13 12:00:00,
4453,        @marilyn1908  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4454,"",2018-10-13 12:00:00,
4455,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 20:39:02 +0000 2018,2018-10-13 12:00:00,
4456,        @Vitor_Soares17  tweeted: aÃ­ tu vÃª o inter jogando bonito assim e se pergunta,2018-10-13 12:00:00,
4457,"",2018-10-13 12:00:00,
4458,"        como q foram perder pra america mg, chapecoense e sport? Sun Oct 14 20:36:45 +0000 2018",2018-10-13 12:00:00,
4459,        @apostaganha  tweeted: Mais #prognosticos selecionados para o #Brasileirao A,2018-10-13 12:00:00,
4460,"",2018-10-13 12:00:00,
4461,        https://t.co/Vmh22bkfYO,2018-10-13 12:00:00,
4462,"",2018-10-13 12:00:00,
4463,        https://t.co/Hn6A7ayXY9â€¦ https://t.co/SfySifZ2cO Sun Oct 14 20:35:13 +0000 2018,2018-10-13 12:00:00,
4464,        @bhequemfalaa  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4465,"",2018-10-13 12:00:00,
4466,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 20:34:27 +0000 2018,2018-10-13 12:00:00,
4467,      Sun  @_Frankoso  tweeted: @Fluizhaha @Gaabriel954 @VitorGS15 @eZTeeus @veinsolo @akeenmineiro @essediafoilouco KKKKKKKKKKKKKKKKKK vcs sabem qâ€¦ https://t.co/fWDhrltGFe,2018-10-14 20:32:00,
4468,        @Paivs10  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4469,"",2018-10-13 12:00:00,
4470,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 20:26:23 +0000 2018,2018-10-13 12:00:00,
4471,        @FreitasRios2  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4472,"",2018-10-13 12:00:00,
4473,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 20:15:20 +0000 2018,2018-10-13 12:00:00,
4474,        @izabelapaiva_  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4475,"",2018-10-13 12:00:00,
4476,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 20:13:52 +0000 2018,2018-10-13 12:00:00,
4477,      Sun  @FernandoFGalo13  tweeted: Gol de  Lucas Pratto Atletico MG 3 x 0 America Mg https://t.co/K0rBFwjiRb via @YouTube,2018-10-14 20:13:00,
4478,      Sun  @Raca_SPFC  tweeted: @jorgenicola @yahooesportes Isso desde o empate com o AmÃ©rica MG. Acabou.,2018-10-14 20:07:00,
4479,"        @score_streaming  tweeted: Atletico MG x America MG AO VIVO: directo, grÃ¡tis, resultados",2018-10-13 12:00:00,
4480,"",2018-10-13 12:00:00,
4481,        LIVE LINK: https://t.co/FdYQXkSno6,2018-10-13 12:00:00,
4482,"",2018-10-13 12:00:00,
4483,        #MATCHDAY! MATCH DAY Sun Oct 14 20:07:04 +0000 2018,2018-10-13 12:00:00,
4484,"      Sun  @vinicius_sj10  tweeted: RT @FFwd_Cco: Ã‰, meus amigos. Acho que a troca de tÃ©cnico foi tarde demais. Aqueles pontos contra o CearÃ¡ e America Mg sÃ£o irrecuperÃ¡veis.",2018-10-14 20:06:00,
4485,        @MarcusVazGalo  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4486,"",2018-10-13 12:00:00,
4487,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 20:03:55 +0000 2018,2018-10-13 12:00:00,
4488,        @joaobxrros  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4489,"",2018-10-13 12:00:00,
4490,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 20:03:33 +0000 2018,2018-10-13 12:00:00,
4491,        @b_anchieta  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4492,"",2018-10-13 12:00:00,
4493,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:59:59 +0000 2018,2018-10-13 12:00:00,
4494,        @sgalo1908  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4495,"",2018-10-13 12:00:00,
4496,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:58:50 +0000 2018,2018-10-13 12:00:00,
4497,        @Liviathemoteo99  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4498,"",2018-10-13 12:00:00,
4499,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:56:39 +0000 2018,2018-10-13 12:00:00,
4500,      Sun  @EVChiappetti  tweeted: RT @solangemendes: Jogo do GaLo ðŸ“ as 19:00 ðŸ•– domingo e se der ruim vai matar o resto do dia de descanso da gente. @atletico fecha com a masâ€¦,2018-10-14 19:55:00,
4501,        @mtls19  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4502,"",2018-10-13 12:00:00,
4503,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:55:15 +0000 2018,2018-10-13 12:00:00,
4504,      Sun  @solangemendes  tweeted: Jogo do GaLo ðŸ“ as 19:00 ðŸ•– domingo e se der ruim vai matar o resto do dia de descanso da gente. @atletico fecha comâ€¦ https://t.co/JINa7b2Lmj,2018-10-14 19:54:00,
4505,"      Sun  @BeanEater68  tweeted: Ã‰ vergonhoso assistir o SÃ£o Paulo jogar. Aguirre transformou o time numa equipe pequena, covarde. Depois de levar pâ€¦ https://t.co/2MwZPI5OM2",2018-10-14 19:52:00,
4506,      Sun  @Torcedorescom  tweeted: AtlÃ©tico-MG x America-MG: veja as informaÃ§Ãµes das equipes para o clÃ¡ssico do BrasileirÃ£o https://t.co/0DIXwsxOEd https://t.co/tCIhwn3LaB,2018-10-14 19:50:00,
4507,"      Sun  @Morenovisck  tweeted: Time de filho da puta, nÃ£o aprende, faz gol e recua! Foi assim contra o ParanÃ¡, America MG, GrÃªmio, agora contra o Inter.",2018-10-14 19:48:00,
4508,        @MoisesF07019997  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4509,"",2018-10-13 12:00:00,
4510,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:42:17 +0000 2018,2018-10-13 12:00:00,
4511,        @_amandarfs  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4512,"",2018-10-13 12:00:00,
4513,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:41:48 +0000 2018,2018-10-13 12:00:00,
4514,        @pe_horta  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4515,"",2018-10-13 12:00:00,
4516,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:36:52 +0000 2018,2018-10-13 12:00:00,
4517,"      Sun  @MrioBrother1  tweeted: NÃ£o gosto, nÃ£o acho produtivo esse jeito calado do Aguirre na beira do campo! Tem que falar orientar mais, posturaâ€¦ https://t.co/TwjOrogp1B",2018-10-14 19:33:00,
4518,      Sun  @_AMarcos_  tweeted: AtlÃ©tico MG Ã© muito pequeno mesmo..... Chamam de clÃ¡ssico quando eles enfrenta o AmÃ©rica MG rs,2018-10-14 19:26:00,
4519,"      Sun  @FreeitasGui  tweeted: @PoetasFla @gunnxz Fora o empate contra o AmÃ©rica Mg, que deu MUITO mole e aquele jogo era nosso.",2018-10-14 19:25:00,
4520,      Sun  @Werneck1895  tweeted: @PoetasFla Qr q te lembre do empate com o AmÃ©rica MG dps do Barbieri recuar o time inteiro?,2018-10-14 19:23:00,
4521,"      Sun  @GabrielGuerson  tweeted: RT @FFwd_Cco: Ã‰, meus amigos. Acho que a troca de tÃ©cnico foi tarde demais. Aqueles pontos contra o CearÃ¡ e America Mg sÃ£o irrecuperÃ¡veis.",2018-10-14 19:14:00,
4522,"      Sun  @FFwd_Cco  tweeted: Ã‰, meus amigos. Acho que a troca de tÃ©cnico foi tarde demais. Aqueles pontos contra o CearÃ¡ e America Mg sÃ£o irrecuperÃ¡veis.",2018-10-14 19:11:00,
4523,        @rafalincoln_  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4524,"",2018-10-13 12:00:00,
4525,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:10:56 +0000 2018,2018-10-13 12:00:00,
4526,        @wadyson_magno  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4527,"",2018-10-13 12:00:00,
4528,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:09:20 +0000 2018,2018-10-13 12:00:00,
4529,"      Sun  @deprenordeste  tweeted: @dudhjj @canf_sfc Fico feliz com um rebaixamento com ChapecÃ³, AmÃ©rica/MG, ParanÃ¡ e Botafogo ðŸ˜‡",2018-10-14 19:09:00,
4530,        @L4L4ZyNh4  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4531,"",2018-10-13 12:00:00,
4532,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:08:41 +0000 2018,2018-10-13 12:00:00,
4533,        @marinho_cam  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4534,"",2018-10-13 12:00:00,
4535,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:06:00 +0000 2018,2018-10-13 12:00:00,
4536,        @jacksondudu13  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4537,"",2018-10-13 12:00:00,
4538,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:05:39 +0000 2018,2018-10-13 12:00:00,
4539,        @GuxtaRet7  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4540,"",2018-10-13 12:00:00,
4541,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:02:56 +0000 2018,2018-10-13 12:00:00,
4542,        @jaovnunesalpoim  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4543,"",2018-10-13 12:00:00,
4544,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:02:55 +0000 2018,2018-10-13 12:00:00,
4545,        @SconnieCovers  tweeted: Destroyers o3.5 -110,2018-10-13 12:00:00,
4546,        UCR o2.75 -110,2018-10-13 12:00:00,
4547,        Club Nacional -1 -120,2018-10-13 12:00:00,
4548,        America MG o2.25 -112,2018-10-13 12:00:00,
4549,        Sport Recife o2.5 -110,2018-10-13 12:00:00,
4550,        Saprissa o2.â€¦ https://t.co/0BywDS1hQz Sun Oct 14 19:02:42 +0000 2018,2018-10-13 12:00:00,
4551,        @CAM_LeoBruno  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4552,"",2018-10-13 12:00:00,
4553,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:02:29 +0000 2018,2018-10-13 12:00:00,
4554,        @EVChiappetti  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4555,"",2018-10-13 12:00:00,
4556,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:02:01 +0000 2018,2018-10-13 12:00:00,
4557,        @PHVenancio  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4558,"",2018-10-13 12:00:00,
4559,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 19:00:04 +0000 2018,2018-10-13 12:00:00,
4560,        @OopssLuh  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4561,"",2018-10-13 12:00:00,
4562,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:59:29 +0000 2018,2018-10-13 12:00:00,
4563,        @MarceloMarley8  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4564,"",2018-10-13 12:00:00,
4565,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:57:26 +0000 2018,2018-10-13 12:00:00,
4566,        @gblwnco  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4567,"",2018-10-13 12:00:00,
4568,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:56:07 +0000 2018,2018-10-13 12:00:00,
4569,      Sun  @Hernanesmilgrau  tweeted: @mr_spfc pior Ã© empata com amÃ©rica mg fluminense parana vacilamos dms,2018-10-14 18:55:00,
4570,        @diasmath_  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4571,"",2018-10-13 12:00:00,
4572,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:50:30 +0000 2018,2018-10-13 12:00:00,
4573,        @mirandlayla  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4574,"",2018-10-13 12:00:00,
4575,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:42:09 +0000 2018,2018-10-13 12:00:00,
4576,"      Sun  @ariana0206195  tweeted: RT @alexpilon35: Ãrbitro carioca Wagner do Nascimento MagalhÃ£es, apitarÃ¡ a final entre #Corinthians e #Cruzeiro em Itaquera. O mesmo que nÃ£â€¦",2018-10-14 18:41:00,
4577,        @gummerx_  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4578,"",2018-10-13 12:00:00,
4579,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:32:41 +0000 2018,2018-10-13 12:00:00,
4580,        @melissacaetano_  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4581,"",2018-10-13 12:00:00,
4582,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:31:23 +0000 2018,2018-10-13 12:00:00,
4583,        @MarcellaGoeckin  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4584,"",2018-10-13 12:00:00,
4585,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:30:40 +0000 2018,2018-10-13 12:00:00,
4586,      Sun  @futebol_stats  tweeted: Onde assistir AtlÃ©tico-MG x AmÃ©rica-MG em tempo real #futebol #futebolstatsdv #sdv Acesse pelo link:â€¦ https://t.co/swBXfSjGUT,2018-10-14 18:27:00,
4587,"      Sun  @WilliamPereiira  tweeted: @_CartolaFCDicas @_CartolaFCDicas eu tÃ´ achando que o Geromel vai forÃ§ar hoje o terceiro amarelo, semana que vem oâ€¦ https://t.co/znDbaM75jf",2018-10-14 18:23:00,
4588,        @Lg_Rodriguess  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4589,"",2018-10-13 12:00:00,
4590,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:23:17 +0000 2018,2018-10-13 12:00:00,
4591,      Sun  @futebol_stats  tweeted: AtlÃ©tico-MG x AmÃ©rica-MG AO VIVO em tempo real #futebol #futebolstatsdv #sdv Acesse pelo link:â€¦ https://t.co/KjSfQ58EVW,2018-10-14 18:17:00,
4592,        @RicardoFramil  tweeted: RT @galoestatistica: â˜€ Bom dia Massa!,2018-10-13 12:00:00,
4593,"",2018-10-13 12:00:00,
4594,        ðŸ“ Hoje tem Galo!,2018-10-13 12:00:00,
4595,"",2018-10-13 12:00:00,
4596,        ðŸ† Campeonato Brasileiro,2018-10-13 12:00:00,
4597,        ðŸ”„ 29Âª Rodada,2018-10-13 12:00:00,
4598,        âš½ Galo x AmÃ©rica MG,2018-10-13 12:00:00,
4599,        ðŸ“† 14/10/2018,2018-10-13 12:00:00,
4600,        â° 19:00,2018-10-13 12:00:00,
4601,        ðŸ“Œ Inâ€¦ Sun Oct 14 18:15:16 +0000 2018,2018-10-13 12:00:00,
4602,        @Danydsg_  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4603,"",2018-10-13 12:00:00,
4604,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:11:58 +0000 2018,2018-10-13 12:00:00,
4605,      Sun  @Torcedorescom  tweeted: AtlÃ©tico-MG x AmÃ©rica-MG: siga o placar AO VIVO do jogo do BrasileirÃ£o https://t.co/TDcwlvUGJX,2018-10-14 18:03:00,
4606,        @MarceloDiasluva  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4607,"",2018-10-13 12:00:00,
4608,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 18:01:19 +0000 2018,2018-10-13 12:00:00,
4609,      Sun  @KarlosSena7  tweeted: Advogado do AmÃ©rica MG chamou p ir no jogo hoje,2018-10-14 18:00:00,
4610,        @ArThug17  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4611,"",2018-10-13 12:00:00,
4612,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:58:57 +0000 2018,2018-10-13 12:00:00,
4613,"      Sun  @Vascainosoubr  tweeted: Nessa rodada, o @VascodaGama pode chegar a 12Âª colocaÃ§Ã£o, para isso precisamos vencer o Cruzeiro por qualquer placaâ€¦ https://t.co/WAxNhtNMmh",2018-10-14 17:58:00,
4614,"      Sun  @mirandes63  tweeted: RT @alexpilon35: Ãrbitro carioca Wagner do Nascimento MagalhÃ£es, apitarÃ¡ a final entre #Corinthians e #Cruzeiro em Itaquera. O mesmo que nÃ£â€¦",2018-10-14 17:57:00,
4615,        @BrianMito027  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4616,"",2018-10-13 12:00:00,
4617,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:56:03 +0000 2018,2018-10-13 12:00:00,
4618,"      Sun  @ThiagosBrito20  tweeted: @reinaldoliveira @ECVitoria @ChapecoenseReal Agora vem aquela parte que vocÃª seca Vasco, Sport, CearÃ¡ e AmÃ©rica mg.â€¦ https://t.co/Nnx6qo6M4p",2018-10-14 17:52:00,
4619,        @Futbol_SudOf  tweeted: Partidos del Dia 2/2,2018-10-13 12:00:00,
4620,        ðŸ‡»ðŸ‡ªZamora (0)-(2) Zulia semis vuelta,2018-10-13 12:00:00,
4621,        ðŸ‡§ðŸ‡·Atletico MG (6Â°) - America MG (15Â°) #ClasicoMineiro,2018-10-13 12:00:00,
4622,        ðŸ‡ªðŸ‡¨Baâ€¦ https://t.co/Fgd6dsuuVK Sun Oct 14 17:47:21 +0000 2018,2018-10-13 12:00:00,
4623,        @galo_2018  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4624,"",2018-10-13 12:00:00,
4625,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:37:46 +0000 2018,2018-10-13 12:00:00,
4626,        @pitukinhabq  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4627,"",2018-10-13 12:00:00,
4628,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:30:46 +0000 2018,2018-10-13 12:00:00,
4629,        @helinho13galo  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4630,"",2018-10-13 12:00:00,
4631,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:30:05 +0000 2018,2018-10-13 12:00:00,
4632,        @MrcioSa41049421  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4633,"",2018-10-13 12:00:00,
4634,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:29:19 +0000 2018,2018-10-13 12:00:00,
4635,"      Sun  @JorgCordeiro  tweeted: cearÃ¡, santos, bahia, vasco, amÃ©rica mg.... pontos q deixariam a gnt na lideranÃ§a isoladÃ­ssima ðŸ¤¨ https://t.co/AHR5wnnWO4",2018-10-14 17:23:00,
4636,        @Anthonyy2_  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4637,"",2018-10-13 12:00:00,
4638,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:21:52 +0000 2018,2018-10-13 12:00:00,
4639,        @elisalopesz  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4640,"",2018-10-13 12:00:00,
4641,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:20:55 +0000 2018,2018-10-13 12:00:00,
4642,        @Gabrielt18_  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4643,"",2018-10-13 12:00:00,
4644,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:16:07 +0000 2018,2018-10-13 12:00:00,
4645,        @guto_mmm  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4646,"",2018-10-13 12:00:00,
4647,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:16:03 +0000 2018,2018-10-13 12:00:00,
4648,        @nwadidico  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4649,"",2018-10-13 12:00:00,
4650,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:12:28 +0000 2018,2018-10-13 12:00:00,
4651,"      Sun  @edercaibrava  tweeted: RT @alexpilon35: Ãrbitro carioca Wagner do Nascimento MagalhÃ£es, apitarÃ¡ a final entre #Corinthians e #Cruzeiro em Itaquera. O mesmo que nÃ£â€¦",2018-10-14 17:10:00,
4652,        @9CorageM9  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4653,"",2018-10-13 12:00:00,
4654,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:10:23 +0000 2018,2018-10-13 12:00:00,
4655,        @R10_MILGRAU  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4656,"",2018-10-13 12:00:00,
4657,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:10:09 +0000 2018,2018-10-13 12:00:00,
4658,        @RamonGamesRL2  tweeted: RT @CAMdadepressao: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4659,"",2018-10-13 12:00:00,
4660,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:10:03 +0000 2018,2018-10-13 12:00:00,
4661,        @CAMdadepressao  tweeted: 17/03/2013 - GALO 5X2 AMÃ‰RICA MG,2018-10-13 12:00:00,
4662,"",2018-10-13 12:00:00,
4663,        S A U D A D E S https://t.co/4YxqvnEMPm Sun Oct 14 17:09:28 +0000 2018,2018-10-13 12:00:00,
4664,"      Sun  @CMinhaVida  tweeted: RT @alexpilon35: Ãrbitro carioca Wagner do Nascimento MagalhÃ£es, apitarÃ¡ a final entre #Corinthians e #Cruzeiro em Itaquera. O mesmo que nÃ£â€¦",2018-10-14 17:08:00,
4665,"      Sun  @imbecildemais  tweeted: @MaviSpfc zoeira, o pior Ã© q eu sonhei q sp x america mg seria 0x0 e acabou sendo empate msm......",2018-10-14 17:06:00,
4666,        @FelipeGalvao90  tweeted: AmÃ©rica/MG:,2018-10-13 12:00:00,
4667,        TambÃ©m nÃ£o tem uma tabela das mais fÃ¡ceis. Ainda tem dois clÃ¡ssicos a disputar. NÃ£o vence hÃ¡ 5 jogos eâ€¦ https://t.co/fb34gDhVpO Sun Oct 14 17:01:45 +0000 2018,2018-10-13 12:00:00,
4668,"      Sun  @Gustavo1969Fla  tweeted: Tabela Ã© complicada pro SEP atÃ© a 34Âª Rodada: GrÃªmio (c), CearÃ¡ (c), Flamengo (f), Santos (c) e AtlÃ©tico/MG (f). Deâ€¦ https://t.co/fasVk9mwx3",2018-10-14 17:01:00,
4669,        @bzggio  tweeted: RT @BrasiIeirao2018: #BrasileirÃ£o2018,2018-10-13 12:00:00,
